sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,prompt_type,input_condition,model_name,custom_id,raw_output,confidence,reason,is_demo,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_correct
S0068,270,10,Ross,"Hey, hey, Yertle the Turtle. A classic.","Susan: Yes, I'm familiar with the concept. We can just look for it. Ross: Ok.  Wow, you guys sure have a lot of books about bein' a lesbian. Susan: Well, you know, you have to take a course. Otherwise, they don't let you do it.",joy,perturbation,text + context + image,qwen-vl-plus,perturbation:S0068:text_plus_context_plus_image,"{\n  ""free_emotions"": [""amused"", ""playful""],\n  ""confidence"": 0.85,\n  ""reason"": ""Ross's reference to 'Yertle the Turtle' and his tone suggest amusement and playfulness, likely in response to Susan's comment about books on being a lesbian.""\n}",0.85,"Ross's reference to 'Yertle the Turtle' and his tone suggest amusement and playfulness, likely in response to Susan's comment about books on being a lesbian.",false,amused|playful,amused|playful,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0068,270,10,Ross,"Hey, hey, Yertle the Turtle. A classic.","Susan: Yes, I'm familiar with the concept. We can just look for it. Ross: Ok.  Wow, you guys sure have a lot of books about bein' a lesbian. Susan: Well, you know, you have to take a course. Otherwise, they don't let you do it.",joy,perturbation,text + context,qwen-vl-plus,perturbation:S0068:text_plus_context,"{\n  ""free_emotions"": [""nostalgic"", ""amused""],\n  ""confidence"": 0.8,\n  ""reason"": ""The reference to 'Yertle the Turtle' suggests a nostalgic tone, while the phrase 'Hey, hey' indicates amusement.""\n}",0.8,"The reference to 'Yertle the Turtle' suggests a nostalgic tone, while the phrase 'Hey, hey' indicates amusement.",false,nostalgic|amused,nostalgic|amused,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0067,267,9,Director,Have fun.,"Director: Aw come on Joey, it's easy. Director: Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands! Joey: It's ah, step-ity, step and jazz hands.",neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0067:text_plus_context,"{\n  ""free_emotions"": [""encouraging"", ""playful""],\n  ""confidence"": 0.9,\n  ""reason"": ""The Director's tone and phrasing suggest a supportive and lighthearted approach, aiming to motivate Joey in a fun and engaging manner.""\n}",0.9,"The Director's tone and phrasing suggest a supportive and lighthearted approach, aiming to motivate Joey in a fun and engaging manner.",false,encouraging|playful,encouraging|playful,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0067,267,9,Director,Have fun.,"Director: Aw come on Joey, it's easy. Director: Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands! Joey: It's ah, step-ity, step and jazz hands.",neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0067:text_only,"{\n  ""free_emotions"": [""encouragement"", ""positivity""],\n  ""confidence"": 0.8,\n  ""reason"": ""The phrase 'Have fun' conveys a positive and encouraging sentiment, suggesting the speaker is wishing the listener well.""\n}",0.8,"The phrase 'Have fun' conveys a positive and encouraging sentiment, suggesting the speaker is wishing the listener well.",false,encouragement|positivity,encouragement|positivity,joy,llm_mapping_fallback,0.9,"The utterance 'Have fun.' conveys encouragement and positivity, which aligns closely with the coarse emotion label of joy.",false
S0067,267,9,Director,Have fun.,"Director: Aw come on Joey, it's easy. Director: Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands! Joey: It's ah, step-ity, step and jazz hands.",neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0067:text_plus_context_plus_image,"{\n  ""free_emotions"": [""encouraging"", ""supportive""],\n  ""confidence"": 0.9,\n  ""reason"": ""The director's tone and body language suggest they are motivating Joey, likely to help them feel confident and supported in learning the dance routine.""\n}",0.9,"The director's tone and body language suggest they are motivating Joey, likely to help them feel confident and supported in learning the dance routine.",false,encouraging|supportive,encouraging|supportive,joy,llm_mapping_fallback,0.9,"The utterance 'Have fun.' combined with the encouraging and supportive tone from the Director suggests a positive and joyful intent, aligning with the 'joy' coarse emotion label.",false
S0068,270,10,Ross,"Hey, hey, Yertle the Turtle. A classic.","Susan: Yes, I'm familiar with the concept. We can just look for it. Ross: Ok.  Wow, you guys sure have a lot of books about bein' a lesbian. Susan: Well, you know, you have to take a course. Otherwise, they don't let you do it.",joy,perturbation,text-only,qwen-vl-plus,perturbation:S0068:text_only,"{\n  ""free_emotions"": [""nostalgic"", ""playful""],\n  ""confidence"": 0.8,\n  ""reason"": ""The reference to 'Yertle the Turtle' suggests a nostalgic tone, while the exclamation 'Hey, hey' adds a playful element.""\n}",0.8,"The reference to 'Yertle the Turtle' suggests a nostalgic tone, while the exclamation 'Hey, hey' adds a playful element.",false,nostalgic|playful,nostalgic|playful,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0069,278,0,Chandler,Someone on the subway licked my neck! Licked my neck!!,,disgust,perturbation,text-only,qwen-vl-plus,perturbation:S0069:text_only,"{\n  ""free_emotions"": [""shock"", ""disgust""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker's tone and choice of words ('licked my neck!') suggest a strong reaction of shock and disgust.""\n}",0.9,The speaker's tone and choice of words ('licked my neck!') suggest a strong reaction of shock and disgust.,false,shock|disgust,shock|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0069,278,0,Chandler,Someone on the subway licked my neck! Licked my neck!!,,disgust,perturbation,text + context + image,qwen-vl-plus,perturbation:S0069:text_plus_context_plus_image,"{\n  ""free_emotions"": [""shock"", ""disgust""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker's tone and repetition of 'licked my neck' convey strong surprise and revulsion, supported by the visual context showing a reaction to an unexpected event.""\n}",0.9,"The speaker's tone and repetition of 'licked my neck' convey strong surprise and revulsion, supported by the visual context showing a reaction to an unexpected event.",false,shock|disgust,shock|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0070,278,9,Monica,"Oh, heres a great one.","Chandler: No, there are great pictures of you standing next to a guy whos going like this Phoebe: Oh my God! Thats the creep that youre with at the Chandler: I dont know what it is, I just cant take a good picture.",joy,perturbation,text-only,qwen-vl-plus,perturbation:S0070:text_only,"{\n  ""free_emotions"": [""excitement"", ""interest""],\n  ""confidence"": 0.8,\n  ""reason"": ""The phrase 'here's a great one' suggests enthusiasm and engagement, indicating excitement and interest.""\n}",0.8,"The phrase 'here's a great one' suggests enthusiasm and engagement, indicating excitement and interest.",false,excitement|interest,excitement|interest,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0070,278,9,Monica,"Oh, heres a great one.","Chandler: No, there are great pictures of you standing next to a guy whos going like this Phoebe: Oh my God! Thats the creep that youre with at the Chandler: I dont know what it is, I just cant take a good picture.",joy,perturbation,text + context,qwen-vl-plus,perturbation:S0070:text_plus_context,"{\n  ""free_emotions"": [""excitement"", ""anticipation""],\n  ""confidence"": 0.8,\n  ""reason"": ""Monica's use of 'Oh, here's a great one' suggests she is excited and anticipates something positive.""\n}",0.8,"Monica's use of 'Oh, here's a great one' suggests she is excited and anticipates something positive.",false,excitement|anticipation,excitement|anticipation,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0069,278,0,Chandler,Someone on the subway licked my neck! Licked my neck!!,,disgust,perturbation,text + context,qwen-vl-plus,perturbation:S0069:text_plus_context,"{\n  ""free_emotions"": [""shock"", ""disgust""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker's tone and the content of the utterance suggest a strong reaction to an unexpected and unpleasant experience.""\n}",0.9,The speaker's tone and the content of the utterance suggest a strong reaction to an unexpected and unpleasant experience.,false,shock|disgust,shock|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0070,278,9,Monica,"Oh, heres a great one.","Chandler: No, there are great pictures of you standing next to a guy whos going like this Phoebe: Oh my God! Thats the creep that youre with at the Chandler: I dont know what it is, I just cant take a good picture.",joy,perturbation,text + context + image,qwen-vl-plus,perturbation:S0070:text_plus_context_plus_image,"{\n  ""free_emotions"": [""excitement"", ""anticipation""],\n  ""confidence"": 0.85,\n  ""reason"": ""Monica's tone and the context of finding a 'great one' suggest she is excited and anticipates something interesting or amusing.""\n}",0.85,Monica's tone and the context of finding a 'great one' suggest she is excited and anticipates something interesting or amusing.,false,excitement|anticipation,excitement|anticipation,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0072,32,8,Phoebe,"Oh, what? What was it?","Phoebe Sr: Oh no, I-Im sorry, I guess we lost track of everybody after high school. Phoebe: Oh, okay. Well, so tell me everything about my parents. Everything. Phoebe Sr: Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0072:text_plus_context_plus_image,"{\n  ""free_emotions"": [""curiosity"", ""confusion""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's question 'Oh, what? What was it?' indicates she is seeking clarification, showing both curiosity about the topic and confusion about the specifics.""\n}",0.85,"Phoebe's question 'Oh, what? What was it?' indicates she is seeking clarification, showing both curiosity about the topic and confusion about the specifics.",false,curiosity|confusion,curiosity|confusion,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0072,32,8,Phoebe,"Oh, what? What was it?","Phoebe Sr: Oh no, I-Im sorry, I guess we lost track of everybody after high school. Phoebe: Oh, okay. Well, so tell me everything about my parents. Everything. Phoebe Sr: Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0072:text_only,"{\n  ""free_emotions"": [""confusion"", ""surprise""],\n  ""confidence"": 0.8,\n  ""reason"": ""Phoebe's utterance 'Oh, what? What was it?' suggests she is reacting to something unexpected or unclear, indicating confusion and surprise.""\n}",0.8,"Phoebe's utterance 'Oh, what? What was it?' suggests she is reacting to something unexpected or unclear, indicating confusion and surprise.",false,confusion|surprise,confusion|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0071,29,6,Chandler,"Look, we have enough, just walk away.",Ross: Oh my god. Chandler: What? Ross: There's something new in the bowl.,fear,perturbation,text + context + image,qwen-vl-plus,perturbation:S0071:text_plus_context_plus_image,"{\n  ""free_emotions"": [""impatience"", ""frustration""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's tone and body language suggest he is urging someone to leave, indicating impatience and frustration with the situation.""\n}",0.85,"Chandler's tone and body language suggest he is urging someone to leave, indicating impatience and frustration with the situation.",false,impatience|frustration,impatience|frustration,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0071,29,6,Chandler,"Look, we have enough, just walk away.",Ross: Oh my god. Chandler: What? Ross: There's something new in the bowl.,fear,perturbation,text-only,qwen-vl-plus,perturbation:S0071:text_only,"{\n  ""free_emotions"": [""urgent"", ""cautious""],\n  ""confidence"": 0.8,\n  ""reason"": ""The speaker's tone suggests a sense of urgency and caution, as they emphasize having enough and advising to walk away.""\n}",0.8,"The speaker's tone suggests a sense of urgency and caution, as they emphasize having enough and advising to walk away.",false,urgent|cautious,urgent|cautious,neutral,llm_mapping_fallback,0.9,"The utterance 'Look, we have enough, just walk away.' conveys a sense of caution and urgency, but it lacks strong emotional intensity or clear indicators of anger, disgust, sadness, joy, surprise, or fear. The context suggests a neutral tone aimed at de-escalation rather than expressing a specific fine-grained emotion.",false
S0071,29,6,Chandler,"Look, we have enough, just walk away.",Ross: Oh my god. Chandler: What? Ross: There's something new in the bowl.,fear,perturbation,text + context,qwen-vl-plus,perturbation:S0071:text_plus_context,"{\n  ""free_emotions"": [""urgent"", ""cautious""],\n  ""confidence"": 0.8,\n  ""reason"": ""Chandler's tone suggests urgency in the situation, likely due to Ross's reaction, and he advises walking away, indicating caution.""\n}",0.8,"Chandler's tone suggests urgency in the situation, likely due to Ross's reaction, and he advises walking away, indicating caution.",false,urgent|cautious,urgent|cautious,neutral,llm_mapping_fallback,0.9,"The utterance 'Look, we have enough, just walk away.' conveys a sense of caution and urgency, but it lacks strong emotional intensity or clear indicators of anger, disgust, sadness, joy, surprise, or fear. The context suggests a neutral tone aimed at de-escalation rather than expressing a specific fine-grained emotion.",false
S0072,32,8,Phoebe,"Oh, what? What was it?","Phoebe Sr: Oh no, I-Im sorry, I guess we lost track of everybody after high school. Phoebe: Oh, okay. Well, so tell me everything about my parents. Everything. Phoebe Sr: Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",surprise,perturbation,text + context,qwen-vl-plus,perturbation:S0072:text_plus_context,"{\n  ""free_emotions"": [""curiosity"", ""confusion""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's question 'Oh, what? What was it?' indicates she is seeking clarification and showing curiosity about something unclear.""\n}",0.85,"Phoebe's question 'Oh, what? What was it?' indicates she is seeking clarification and showing curiosity about something unclear.",false,curiosity|confusion,curiosity|confusion,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0074,43,3,Ross,Somebody seems to be missing being the hostess.,"Monica: Oh, I was thinking about having people over for the game. Joey: Oh yeah, whos playing? Monica: The players.",neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0074:text_plus_context,"{\n  ""free_emotions"": [""nostalgia"", ""reflection""],\n  ""confidence"": 0.7,\n  ""reason"": ""Ross's comment about someone missing being the hostess suggests a reflective tone, possibly indicating nostalgia for past events or roles.""\n}",0.7,"Ross's comment about someone missing being the hostess suggests a reflective tone, possibly indicating nostalgia for past events or roles.",false,nostalgia|reflection,nostalgia|reflection,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0073,34,13,Monica,Yknow what? You are right?!,"Monica: Hes not perfect, but umm, I think maybe I should just get it over with. Monica: Yknow, give him my flower. Rachel: Oh my God!! Do it!! Honey, youve waited",surprise,perturbation,text + context,qwen-vl-plus,perturbation:S0073:text_plus_context,"{\n  ""free_emotions"": [""determination"", ""hesitation""],\n  ""confidence"": 0.7,\n  ""reason"": ""Monica expresses a mix of resolve ('You are right?') and uncertainty ('Yknow what?'), indicating she is determined but still hesitant about her decision.""\n}",0.7,"Monica expresses a mix of resolve ('You are right?') and uncertainty ('Yknow what?'), indicating she is determined but still hesitant about her decision.",false,determination|hesitation,determination|hesitation,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0073,34,13,Monica,Yknow what? You are right?!,"Monica: Hes not perfect, but umm, I think maybe I should just get it over with. Monica: Yknow, give him my flower. Rachel: Oh my God!! Do it!! Honey, youve waited",surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0073:text_plus_context_plus_image,"{\n  ""free_emotions"": [""determination"", ""hesitation""],\n  ""confidence"": 0.85,\n  ""reason"": ""Monica's expression and tone suggest she is making a decision with some uncertainty, indicating both determination to act and hesitation about the outcome.""\n}",0.85,"Monica's expression and tone suggest she is making a decision with some uncertainty, indicating both determination to act and hesitation about the outcome.",false,determination|hesitation,determination|hesitation,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0074,43,3,Ross,Somebody seems to be missing being the hostess.,"Monica: Oh, I was thinking about having people over for the game. Joey: Oh yeah, whos playing? Monica: The players.",neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0074:text_only,"{\n  ""free_emotions"": [""nostalgia"", ""reflection""],\n  ""confidence"": 0.7,\n  ""reason"": ""The mention of someone missing the hostess suggests a sense of nostalgia or reflection on past experiences.""\n}",0.7,The mention of someone missing the hostess suggests a sense of nostalgia or reflection on past experiences.,false,nostalgia|reflection,nostalgia|reflection,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0073,34,13,Monica,Yknow what? You are right?!,"Monica: Hes not perfect, but umm, I think maybe I should just get it over with. Monica: Yknow, give him my flower. Rachel: Oh my God!! Do it!! Honey, youve waited",surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0073:text_only,"{\n  ""free_emotions"": [""surprise"", ""agreement""],\n  ""confidence"": 0.8,\n  ""reason"": ""The use of 'Y'know what?' suggests a moment of realization or surprise, while 'You are right?' indicates agreement with the previous statement.""\n}",0.8,"The use of 'Y'know what?' suggests a moment of realization or surprise, while 'You are right?' indicates agreement with the previous statement.",false,surprise|agreement,surprise|agreement,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0074,43,3,Ross,Somebody seems to be missing being the hostess.,"Monica: Oh, I was thinking about having people over for the game. Joey: Oh yeah, whos playing? Monica: The players.",neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0074:text_plus_context_plus_image,"{\n  ""free_emotions"": [""curious"", ""concerned""],\n  ""confidence"": 0.85,\n  ""reason"": ""Ross's statement suggests he is observing or reflecting on someone's absence, indicating curiosity and concern about the situation.""\n}",0.85,"Ross's statement suggests he is observing or reflecting on someone's absence, indicating curiosity and concern about the situation.",false,curious|concerned,curious|concerned,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0076,58,9,Chandler,"Because youre still seeing him and uh, hes a good guy.",Chandler: Oh. Chandler: Oh right! Chandler: Right!,sadness,perturbation,text + context,qwen-vl-plus,perturbation:S0076:text_plus_context,"{\n  ""free_emotions"": [""realization"", ""acknowledgment""],\n  ""confidence"": 0.8,\n  ""reason"": ""Chandler's response 'Oh right! Right!' indicates a moment of realization, followed by acknowledgment of the statement about the other person being a good guy.""\n}",0.8,"Chandler's response 'Oh right! Right!' indicates a moment of realization, followed by acknowledgment of the statement about the other person being a good guy.",false,realization|acknowledgment,realization|acknowledgment,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0075,48,1,Phoebe,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?","Monica: Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0075:text_only,"{\n  ""free_emotions"": [""hesitant"", ""uncertain""],\n  ""confidence"": 0.8,\n  ""reason"": ""Phoebe's use of 'okay, okay' and the phrase 'can't I just ask her this stuff' suggests hesitation and uncertainty about proceeding.""\n}",0.8,"Phoebe's use of 'okay, okay' and the phrase 'can't I just ask her this stuff' suggests hesitation and uncertainty about proceeding.",false,hesitant|uncertain,hesitant|uncertain,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0076,58,9,Chandler,"Because youre still seeing him and uh, hes a good guy.",Chandler: Oh. Chandler: Oh right! Chandler: Right!,sadness,perturbation,text + context + image,qwen-vl-plus,perturbation:S0076:text_plus_context_plus_image,"{\n  ""free_emotions"": [""amused"", ""reflective""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's slight smile and relaxed posture suggest amusement, while his tone implies reflective thought about the situation.""\n}",0.85,"Chandler's slight smile and relaxed posture suggest amusement, while his tone implies reflective thought about the situation.",false,amused|reflective,amused|reflective,joy,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0076,58,9,Chandler,"Because youre still seeing him and uh, hes a good guy.",Chandler: Oh. Chandler: Oh right! Chandler: Right!,sadness,perturbation,text-only,qwen-vl-plus,perturbation:S0076:text_only,"{\n  ""free_emotions"": [""uncertainty"", ""hesitation""],\n  ""confidence"": 0.7,\n  ""reason"": ""The use of 'because you're still seeing him' and 'uh' suggests hesitation and uncertainty in Chandler's speech.""\n}",0.7,The use of 'because you're still seeing him' and 'uh' suggests hesitation and uncertainty in Chandler's speech.,false,uncertainty|hesitation,uncertainty|hesitation,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0075,48,1,Phoebe,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?","Monica: Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0075:text_plus_context,"{\n  ""free_emotions"": [""hesitant"", ""curious""],\n  ""confidence"": 0.7,\n  ""reason"": ""Phoebe's use of 'okay, okay' suggests hesitation, while her request to ask Rachel indicates curiosity about the situation.""\n}",0.7,"Phoebe's use of 'okay, okay' suggests hesitation, while her request to ask Rachel indicates curiosity about the situation.",false,hesitant|curious,hesitant|curious,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0075,48,1,Phoebe,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?","Monica: Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0075:text_plus_context_plus_image,"{\n  ""free_emotions"": [""hesitant"", ""curious""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's tone and facial expression suggest hesitation as she considers asking Rachel for help, while her raised eyebrows and open hand gesture indicate curiosity about the situation.""\n}",0.85,"Phoebe's tone and facial expression suggest hesitation as she considers asking Rachel for help, while her raised eyebrows and open hand gesture indicate curiosity about the situation.",false,hesitant|curious,hesitant|curious,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0077,61,1,Monica,"Look, not that I enjoy talking about people who I went to high school with, cause I do, but umm, maybe we could talk about something else?","Chip: ...and then Zana, just let one rip!!",disgust,perturbation,text + context,qwen-vl-plus,perturbation:S0077:text_plus_context,"{\n  ""free_emotions"": [""awkward"", ""relieved""],\n  ""confidence"": 0.8,\n  ""reason"": ""Monica's statement suggests she feels slightly uncomfortable discussing past acquaintances, but she also expresses relief at the opportunity to shift the conversation.""\n}",0.8,"Monica's statement suggests she feels slightly uncomfortable discussing past acquaintances, but she also expresses relief at the opportunity to shift the conversation.",false,awkward|relieved,awkward|relieved,disgust,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,true
S0078,68,13,Rachel,What?,"Joey: I don't know. Rachel: You don't know anything. Joey: Ohh, I know one thing!",joy,perturbation,text + context,qwen-vl-plus,perturbation:S0078:text_plus_context,"{\n  ""free_emotions"": [""confusion"", ""surprise""],\n  ""confidence"": 0.8,\n  ""reason"": ""Rachel's utterance 'What?' in response to Joey's statement indicates she is confused and surprised by his lack of knowledge.""\n}",0.8,Rachel's utterance 'What?' in response to Joey's statement indicates she is confused and surprised by his lack of knowledge.,false,confusion|surprise,confusion|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0078,68,13,Rachel,What?,"Joey: I don't know. Rachel: You don't know anything. Joey: Ohh, I know one thing!",joy,perturbation,text-only,qwen-vl-plus,perturbation:S0078:text_only,"{\n  ""free_emotions"": [""confusion"", ""surprise""],\n  ""confidence"": 0.8,\n  ""reason"": ""The utterance 'What?' typically indicates confusion or surprise, especially without additional context.""\n}",0.8,"The utterance 'What?' typically indicates confusion or surprise, especially without additional context.",false,confusion|surprise,confusion|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0078,68,13,Rachel,What?,"Joey: I don't know. Rachel: You don't know anything. Joey: Ohh, I know one thing!",joy,perturbation,text + context + image,qwen-vl-plus,perturbation:S0078:text_plus_context_plus_image,"{\n  ""free_emotions"": [""confusion"", ""curiosity""],\n  ""confidence"": 0.85,\n  ""reason"": ""Rachel's facial expression and tone suggest she is processing unexpected information, showing both confusion and a desire to understand further.""\n}",0.85,"Rachel's facial expression and tone suggest she is processing unexpected information, showing both confusion and a desire to understand further.",false,confusion|curiosity,confusion|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0077,61,1,Monica,"Look, not that I enjoy talking about people who I went to high school with, cause I do, but umm, maybe we could talk about something else?","Chip: ...and then Zana, just let one rip!!",disgust,perturbation,text + context + image,qwen-vl-plus,perturbation:S0077:text_plus_context_plus_image,"{\n  ""free_emotions"": [""reluctance"", ""politeness""],\n  ""confidence"": 0.85,\n  ""reason"": ""Monica's tone and body language suggest she is politely declining to discuss a topic, indicating reluctance while maintaining politeness.""\n}",0.85,"Monica's tone and body language suggest she is politely declining to discuss a topic, indicating reluctance while maintaining politeness.",false,reluctance|politeness,reluctance|politeness,neutral,llm_mapping_fallback,0.9,"The utterance shows a polite reluctance to discuss a topic, but there is no strong emotional expression beyond mild hesitation, which aligns with the 'neutral' coarse emotion label.",false
S0077,61,1,Monica,"Look, not that I enjoy talking about people who I went to high school with, cause I do, but umm, maybe we could talk about something else?","Chip: ...and then Zana, just let one rip!!",disgust,perturbation,text-only,qwen-vl-plus,perturbation:S0077:text_only,"{\n  ""free_emotions"": [""hesitant"", ""awkward""],\n  ""confidence"": 0.7,\n  ""reason"": ""The speaker uses phrases like 'not that I enjoy' and 'maybe we could talk about something else,' indicating hesitation and discomfort in continuing the topic.""\n}",0.7,"The speaker uses phrases like 'not that I enjoy' and 'maybe we could talk about something else,' indicating hesitation and discomfort in continuing the topic.",false,hesitant|awkward,hesitant|awkward,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0080,85,1,Chandler,This sounds like a hernia. You have toyou-youGo to the doctor!,"Joey: But um, I dont think its anything serious.",surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0080:text_plus_context_plus_image,"{\n  ""free_emotions"": [""concern"", ""urgency""],\n  ""confidence"": 0.9,\n  ""reason"": ""Chandler's tone and body language suggest he is expressing concern about a serious issue, urging the other person to seek medical attention.""\n}",0.9,"Chandler's tone and body language suggest he is expressing concern about a serious issue, urging the other person to seek medical attention.",false,concern|urgency,concern|urgency,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0079,73,2,Joey,"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.","Joey: Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that oneDude! Theyre all huge! Ross: They dont look any bigger than me!",anger,perturbation,text-only,qwen-vl-plus,perturbation:S0079:text_only,"{\n  ""free_emotions"": [""self-centered"", ""rational""],\n  ""confidence"": 0.7,\n  ""reason"": ""The speaker appears to be offering a logical explanation for why someone might perceive themselves as larger, suggesting a self-focused perspective.""\n}",0.7,"The speaker appears to be offering a logical explanation for why someone might perceive themselves as larger, suggesting a self-focused perspective.",false,self-centered|rational,self-centered|rational,neutral,llm_mapping_fallback,0.9,"The utterance reflects a self-centered perspective but lacks strong emotional intensity or clear indicators of anger, disgust, sadness, joy, surprise, or fear. The tone appears rational and balanced within the context.",false
S0079,73,2,Joey,"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.","Joey: Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that oneDude! Theyre all huge! Ross: They dont look any bigger than me!",anger,perturbation,text + context,qwen-vl-plus,perturbation:S0079:text_plus_context,"{\n  ""free_emotions"": [""confident"", ""playful""],\n  ""confidence"": 0.85,\n  ""reason"": ""Joey's tone and choice of words suggest a confident and playful demeanor, as he humorously points out Ross's perspective on size.""\n}",0.85,"Joey's tone and choice of words suggest a confident and playful demeanor, as he humorously points out Ross's perspective on size.",false,confident|playful,confident|playful,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
